,Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP.1,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1634,1633,Torrance Rowe\torrance-rowe-1,SR,2015-16,G,Tennessee Tech,OVC,31,1100,35.5,5.7,13.9,3.1,6.3,2.6,7.6,4.2,4.8,0.5,2.3,2.7,4.4,0.6,0.1,2.6,1.1,18.2
888,887,Reggie Johnson\reggie-johnson-3,SR,2015-16,G,Hampton,MEAC,32,1153,36,6,16.2,4.3,10.4,1.7,5.8,4.4,6.1,1.2,2.4,3.6,4,1.7,0.1,2.8,3,18.1
1294,1293,Brice Johnson\brice-johnson-1,SR,2015-16,F,North Carolina,ACC,40,1121,28,7.2,11.6,7.2,11.6,0,0,3.9,4.9,2.9,7.5,10.4,1.5,1.1,1.5,1.8,2.7,18.2
959,958,Daniel Hamilton\daniel-hamilton-1,SO,2015-16,G,Connecticut,AAC,36,1147,31.9,4.4,11.4,3.1,7.5,1.3,3.9,2.4,2.8,0.9,8,8.9,4.7,1.1,0.4,2.4,1.8,12.5
1221,1220,Cane Broome\cane-broome-1,SO,2015-16,G,Sacred Heart,NEC,30,1126,37.5,7.9,17.7,5.7,10.6,2.2,7.1,5.2,6.8,0.6,4.4,4.9,2.9,1.7,0,3.8,2.4,23.1
953,952,Marc Eddy Norelia\marc-eddy-norelia-1,JR,2015-16,F,Florida Gulf Coast,A-Sun,35,1148,32.8,6.7,12.3,6.7,12.2,0,0.1,3.7,5.5,3.1,6.2,9.3,1.3,1.1,0.8,1.8,2.1,17.1
941,940,Kori Babineaux\kori-babineaux-1,SR,2015-16,G,Jacksonville,A-Sun,32,1149,35.9,8,17.2,7.8,16.1,0.3,1,2.2,3.5,0.7,4.2,4.8,3.8,1,0.2,2.8,2.3,18.6
1113,1112,Melvin Johnson\melvin-johnson-2,SR,2015-16,G,Virginia Commonwealth,A-10,36,1134,31.5,6.2,14.9,3.1,6.8,3.1,8,1.9,2.4,0.6,2.1,2.7,2.2,1.3,0.1,1.5,1.3,17.4
1685,1684,Anthony Beane\anthony-beane-1,SR,2015-16,G,Southern Illinois,MVC,32,1097,34.3,6.5,15,4.3,9,2.3,6.1,4,5.3,0.7,3.2,3.8,1.8,1.1,0,2.7,2.8,19.3
1303,1302,Jaylen Bland\jaylen-bland-1,SR,2015-16,G,UC-Riverside,Big West,33,1120,33.9,5,12.8,1.5,3.9,3.6,8.8,2.5,3,0.5,3.3,3.8,1.8,1.4,0.2,2.2,2.1,16.1
946,945,Domantas Sabonis\domantas-sabonis-1,SO,2015-16,F,Gonzaga,WCC,36,1149,31.9,6.6,10.9,6.5,10.5,0.1,0.4,4.2,5.4,3.1,8.8,11.8,1.8,0.6,0.9,2.6,3.2,17.6
1680,1679,Isaiah Whitehead\isaiah-whitehead-1,SO,2015-16,G,Seton Hall,Big East,34,1098,32.3,5.7,15.1,3.3,8.5,2.4,6.5,4.4,5.8,0.5,3.1,3.6,5.1,1.2,1.4,3.5,2.3,18.2
1037,1036,Tyler Roberson\tyler-roberson-1,JR,2015-16,F,Syracuse,ACC,37,1140,30.8,3.6,6.9,3.6,6.8,0,0.1,1.6,2.8,4.1,4.4,8.5,1.4,0.8,0.6,1.5,2.3,8.8
1225,1224,Majok Deng\majok-deng-1,SR,2015-16,F,Louisiana-Monroe,Sun Belt,31,1126,36.3,6.2,13,4.3,7.9,1.9,5.1,4.1,5,1.6,5.4,7,1.9,0.7,1.6,2.2,2.5,18.4
970,969,John Simons\john-simons-1,SR,2015-16,F,Central Michigan,MAC,33,1146,34.7,2.9,7.5,0.6,1.3,2.3,6.2,1.6,2.2,1.6,5.6,7.2,0.9,0.5,0.2,0.9,2.1,9.7
1233,1232,Josh Adams\josh-adams-1,SR,2015-16,G,Wyoming,MWC,31,1125,36.3,7,15.9,3.9,7.7,3.1,8.2,6.8,8.2,0.6,5,5.6,4.3,1.4,0.6,3.7,2.8,23.9
1247,1246,Martin Hermannsson\martin-hermannsson-1,SO,2015-16,G,Long Island University,NEC,31,1124,36.3,5,10.8,3.8,7.6,1.2,3.2,5.1,5.7,0.8,3.5,4.3,4.7,1.8,0.3,2.2,2.1,16.2
1709,1708,Gary Payton\gary-payton-2,SR,2015-16,G,Oregon State,Pac-12,32,1096,34.3,6.4,13.2,5.7,11,0.7,2.2,2.5,3.8,2.4,5.4,7.8,5,2.5,0.5,2.3,2.7,16
1265,1264,Kyle Dranginis\kyle-dranginis-1,SR,2015-16,G,Gonzaga,WCC,36,1123,31.2,2.4,5.4,1.2,2.3,1.1,3.2,0.6,1.1,1.4,3.1,4.5,3,1,0.3,1,2.4,6.5
1243,1242,Sindarius Thornwell\sindarius-thornwell-1,JR,2015-16,G,South Carolina,SEC,34,1125,33.1,4.2,11.1,2.9,7,1.4,4.1,3.6,4.7,1.1,3.7,4.8,3.8,1.5,0.5,2.3,1.9,13.4
991,990,Maodo Lo\maodo-lo-1,SR,2015-16,G,Columbia,Ivy,35,1144,32.7,6.1,13.3,3.3,6,2.7,7.3,2,2.9,0.8,3.1,3.9,2.9,2.2,0.4,2.1,2.1,16.9
1814,1813,Daviyon Draper\daviyon-draper-1,SR,2015-16,F,Florida International,CUSA,31,1089,35.1,6.3,13.9,5.2,11.2,1.1,2.7,2.2,3.2,1.4,5.6,7,2.2,1,0.6,2.7,2.5,15.9
1241,1240,Shane Richards\shane-richards-1,SR,2015-16,F,Manhattan,MAAC,31,1125,36.3,5,12.8,2.5,5.9,2.5,6.9,4.7,5.5,0.6,3.2,3.8,1.7,0.9,0.1,2,2.5,17.2
1275,1274,Chris Thomas\chris-thomas-5,SR,2015-16,G,Texas Southern,SWAC,33,1123,34,5.8,11.5,5.3,9.8,0.5,1.7,3.2,6.1,1.7,3.4,5.1,4.3,1,0.4,3.7,3.1,15.2
1276,1275,Ahmad Abdullah\ahmad-abdullah-1,SR,2015-16,G,North Carolina A&T,MEAC,32,1122,35.1,3.1,8.2,1.9,5.2,1.2,3,2.2,2.7,0.6,2.6,3.2,3.4,0.6,0,1.8,2,9.6
979,978,Dorian Finney-Smith\dorian-finney-smith-1,SR,2015-16,F,Florida,SEC,36,1145,31.8,4.7,10.8,2.7,5.4,2,5.4,3.4,4.6,2.5,5.9,8.3,2.1,0.9,0.8,1.9,2.2,14.7
1806,1805,Grant Mullins\grant-mullins-1,SR,2015-16,G,Columbia,Ivy,35,1090,31.1,4,8.6,2.1,4.1,2,4.5,3.2,3.9,0.5,3.3,3.8,3.3,0.8,0.1,1.3,2.3,13.3
1018,1017,Ge'Lawn Guyn\gelawn-guyn-1,SR,2015-16,G,East Tennessee State,Southern,35,1141,32.6,6.3,14.6,3.6,8.2,2.7,6.4,3.3,4.4,0.6,3.4,4,1.9,1.1,0.8,1.9,2.1,18.6
1235,1234,Roderick Bobbitt\roderick-bobbitt-1,SR,2015-16,G,Hawaii,Big West,33,1125,34.1,3.8,9.9,2.1,4.9,1.7,5,3.9,4.9,1.1,3.3,4.3,5.5,2.1,0.2,2.8,2.6,13.2
1676,1675,Adam Smith\adam-smith-1,SR,2015-16,C,Georgia Tech,ACC,36,1098,30.5,5.1,12.6,2.1,5.3,3,7.3,1.7,2.1,0.3,1.9,2.3,1.9,0.4,0,1.2,1.6,15
940,939,Dion Wright\dion-wright--1,SR,2015-16,F,St. Bonaventure,A-10,31,1150,37.1,6.4,13.7,5.6,11.3,0.8,2.5,3.1,3.9,2.9,6.2,9.1,1.2,1,0.7,1.5,2.8,16.7
1411,1410,Patrick McCaw\patrick-mccaw-1,SO,2015-16,G,Nevada-Las Vegas,MWC,33,1113,33.7,5.1,10.9,3,5.3,2.1,5.6,2.5,3.2,1.2,4,5.1,3.9,2.5,0.4,2.1,2.2,14.7
1064,1063,Justin Bibbs\justin-bibbs-1,SO,2015-16,G,Virginia Tech,ACC,35,1137,32.5,4.2,8.9,2,4.1,2.2,4.8,1.2,1.7,0.4,3,3.3,1,0.4,0,1.1,1.5,11.7
1377,1376,James Daniel\james-daniel-1,JR,2015-16,G,Howard,MEAC,30,1115,37.2,7.5,19.4,4.9,11.4,2.7,8,9.3,11,0.7,1.5,2.2,2.8,2,0.2,4.1,2.1,27.1
1845,1844,Abdel Nader\abdel-nader-1,SR,2015-16,F,Iowa State,Big 12,35,1088,31.1,4.6,9.6,3.1,5.6,1.5,4,2.2,3,0.7,4.2,5,1.5,1.1,0.7,2.3,2.8,12.9
1637,1636,Maurice Watson Jr.\mo-watsonjr-1,JR,2015-16,G,Creighton,Big East,35,1100,31.4,5.1,10.8,4.6,8.9,0.5,1.8,3.3,4.6,0.6,2.8,3.4,6.5,1,0,3.3,2.5,14.1
1009,1008,Quenton DeCosey\quenton-decosey-1,SR,2015-16,G,Temple,AAC,33,1142,34.6,5,12.3,3.5,8.2,1.5,4.2,4.5,5.8,1.3,4.8,6,2.6,1.2,0.4,2.2,2,15.9
1395,1394,Danuel House\danuel-house-1,SR,2015-16,G,Texas A&M,SEC,36,1114,30.9,5.1,13,3.1,6.2,2.1,6.8,3.3,4.6,1.1,3.7,4.8,2.1,0.5,0.3,1.8,1.4,15.6
1675,1674,Evan Singletary\evan-singletary-1,SR,2015-16,G,Albany (NY),AEC,33,1098,33.3,4.2,10.3,2.7,5.9,1.5,4.4,3,4,0.5,3.1,3.6,2.9,1.2,0.2,2.2,2.3,12.9
1066,1065,Jordan Fouse\jordan-fouse-1,SR,2015-16,G,Green Bay,Horizon,36,1137,31.6,4.4,10.6,3.2,6.9,1.1,3.7,2.8,3.8,2,6.3,8.3,3.3,2.1,1.4,2.2,3,12.7
1183,1182,Khalil Davis\khalil-davis-1,SR,2015-16,G,Austin Peay,OVC,36,1129,31.4,3.7,8.7,2.8,5.3,0.9,3.3,2.9,4.3,1.4,2.6,4,2.7,1.2,0.3,2.6,2.8,11.2
1405,1404,Alex Young\alex-young-2,SR,2015-16,G,UC-Irvine,Big West,37,1114,30.1,3.8,8.9,2.7,6,1.1,2.9,1.7,2.4,0.6,3.6,4.3,4.4,1.4,0.2,1.6,2.4,10.5
1744,1743,Stacy Davis\stacy-davis-1,SR,2015-16,F,Pepperdine,WCC,32,1093,34.2,5,11,4,8.1,1,2.9,4.1,5.4,2.6,6.5,9.1,2,0.6,0.6,2.3,2.5,15
1842,1841,Ky Howard\ky-howard-1,SR,2015-16,G,NJIT,A-Sun,34,1088,32,4.1,8.4,3.4,6.4,0.7,1.9,3.7,4.8,0.9,3.7,4.6,4.5,1,0.1,3.2,2.9,12.7
1841,1840,Kory Holden\kory-holden-1,SO,2015-16,G,Delaware,CAA,30,1088,36.3,6,15.3,3.7,9.4,2.3,5.9,3.4,4.2,0.5,2.5,3,4.2,0.4,0.1,2.9,2.1,17.7
1187,1186,Twymond Howard\twymond-howard-1,SR,2015-16,F,Tennessee-Martin,OVC,34,1129,33.2,5.5,12.2,4.9,10.4,0.6,1.8,3.9,5.3,1.2,5.8,7,2.4,0.7,0.4,2.3,2.4,15.6
1204,1203,Justin Roberson\justin-roberson-1,SR,2015-16,G,Louisiana-Monroe,Sun Belt,34,1128,33.2,5.4,11.3,4.1,8.3,1.2,3,2.6,3.7,0.8,3.9,4.7,2.7,1.7,0.1,2.2,3.2,14.5
1836,1835,Louis Dabney\louis-dabney-1,SR,2015-16,G,Tulane,AAC,33,1088,33,4.6,12.5,3,7.3,1.6,5.2,3.5,4.4,0.8,2.2,3,2.2,1.1,0.1,2.1,2.6,14.4
932,931,Perry Ellis\perry-ellis-1,SR,2015-16,F,Kansas,Big 12,38,1150,30.3,6.2,11.7,5.5,10.1,0.7,1.7,3.7,4.7,1.8,4.1,5.8,1.3,0.5,0.5,1.5,1.7,16.9
1792,1791,Darian Anderson\darin-anderson-1,SO,2015-16,G,Fairleigh Dickinson,NEC,33,1090,33,5.5,13.5,4.1,9.3,1.4,4.2,2.7,3.4,0.8,2.9,3.6,3.7,1.8,0.3,3.2,2.6,15.2
931,930,Tyron Criswell\tyron-criswell-1,SR,2015-16,G,Nevada,MWC,38,1150,30.3,4.6,8.9,4.2,7.7,0.3,1.2,3.9,5.4,2.4,3.7,6.2,2.1,1,0.6,2.1,2.9,13.3
1049,1048,Dejounte Murray\dejounte-murray-1,FR,2015-16,G,Washington,Pac-12,34,1139,33.5,5.9,14.3,4.9,10.8,1,3.5,3.2,4.9,1.4,4.6,6,4.4,1.8,0.3,3.2,2.6,16.1
1652,1651,Marshall Plumlee\marshall-plumlee-1,SR,2015-16,C,Duke,ACC,36,1099,30.5,2.9,4.3,2.9,4.3,0,0,2.4,4.3,3.3,5.3,8.6,1.1,0.8,1.6,1.1,2.8,8.3
1838,1837,Kris Dunn\kris-dunn-1,JR,2015-16,G,Providence,Big East,33,1088,33,5.6,12.5,4.3,9,1.3,3.4,4,5.8,1.1,4.2,5.3,6.2,2.5,0.6,3.5,2.8,16.4
928,927,Andrew Andrews\andrew-andrews-1,SR,2015-16,G,Washington,Pac-12,34,1150,33.8,5.3,13.6,3.1,7.9,2.3,5.6,8,9.4,1.5,4.3,5.7,4.9,1.4,0,2.8,2.8,20.9
927,926,Ben Simmons\ben-simmons-1,FR,2015-16,F,Louisiana State,SEC,33,1151,34.9,6.5,11.7,6.5,11.6,0,0.1,6,9,3.1,8.6,11.8,4.8,2,0.8,3.4,2.8,19.2
923,922,Sheldon McClellan\sheldon-mcclellan-1,SR,2015-16,G,Miami (FL),ACC,35,1151,32.9,5.1,10,3.5,6.1,1.6,3.9,4.6,5.5,0.5,2.7,3.2,1.6,1,0.3,1.3,1.8,16.3
1151,1150,Terrell Lewis\terrell-lewis-1,SO,2015-16,G,Eastern Illinois,OVC,30,1131,37.7,3.4,9.3,1.3,3.6,2.1,5.7,2,3.1,0.8,2.1,2.9,5.7,1.2,0,1.9,2,11
115,115,Marvelle Harris\marvelle-harris-2,SR,2015-16,G,Fresno State,MWC,35,1284,36.7,6.9,16.8,5,11,1.9,5.8,5.1,6.8,0.5,4.1,4.7,4.5,2.2,0.6,2.2,2.9,20.7
381,380,Chris Horton\chris-horton-1,SR,2015-16,C,Austin Peay,OVC,36,1213,33.7,6.9,11.5,6.9,11.5,0,0,5,8.1,4.9,7.1,12,1.5,1.4,1.8,2.7,2.1,18.8
148,148,Malachi Richardson\malachi-richardson-1,FR,2015-16,G,Syracuse,ACC,37,1272,34.4,4.1,11.1,2,5.1,2.1,6.1,3.1,4.2,0.5,3.8,4.3,2.1,1.1,0.3,2.1,2.5,13.4
584,583,Tre Demps\tre-demps-1,SR,2015-16,G,Northwestern,Big Ten,32,1185,37,5.9,14.8,3.7,8.1,2.3,6.8,1.6,2.4,0.5,3.1,3.6,3.3,0.7,0,1.2,0.9,15.7
2239,2238,Deondre Parks\deondre-parks-1,SR,2015-16,G,South Dakota State,Summit,33,1069,32.4,5,11.8,3.4,7.2,1.5,4.5,3.4,4.2,0.8,3.8,4.6,1.5,0.8,0.2,1.7,2.2,14.9
198,198,Chase Fischer\chase-fischer-1,SR,2015-16,G,Brigham Young,WCC,37,1257,34,5.6,13.8,2.6,5.5,3,8.2,3.9,4.7,0.4,2.4,2.8,2.1,1.1,0.1,1.5,1.7,18.2
684,683,Jesse Reed\jesse-reed-1,SR,2015-16,G,American,Patriot,31,1173,37.8,4.4,10,2.7,5.6,1.7,4.4,2.4,3.2,0.6,3.9,4.5,2.1,0.9,0.6,2.4,2.5,12.9
394,393,Denton Koon\denton-koon-1,SR,2015-16,F,Hofstra,CAA,34,1211,35.6,4.1,9.5,2.5,5.1,1.6,4.5,1.6,2.4,1.8,4.8,6.6,1.6,0.6,0.5,1.6,2,11.4
485,484,Ben Bentil\ben-bentil-1,SO,2015-16,F,Providence,Big East,35,1198,34.2,7,15.2,5.5,10.7,1.5,4.5,5.5,7.1,2.7,5,7.7,1.1,0.9,1,1.9,2.8,21.1
192,192,Demetrius Jackson\demetrius-jackson-2,JR,2015-16,G,Notre Dame,ACC,35,1259,36,5.5,12.2,4,7.6,1.5,4.7,3.2,4,0.9,2.6,3.5,4.7,1.2,0.3,2.2,1.9,15.8
380,379,Elgin Cook\elgin-cook-1,SR,2015-16,F,Oregon,Pac-12,38,1213,31.9,5,10.7,4.5,9,0.6,1.7,4.2,5.4,1.6,3.6,5.1,2.3,1.4,0.3,2.1,2.8,14.8
582,581,Alec Peters\alec-peters-1,JR,2015-16,F,Valparaiso,Horizon,37,1186,32.1,6,11.9,3.6,6.4,2.5,5.6,3.8,4.5,2.5,5.9,8.4,1.3,0.7,0.3,1.7,2.1,18.4
361,360,Patricio Garino\patricio-garino-1,SR,2015-16,G,George Washington,A-10,38,1217,32,5.3,10.5,3.8,6.9,1.5,3.6,1.9,2.8,1.4,2.9,4.2,1.5,1.4,0.8,1.9,2.6,14.1
2284,2283,Retin Obasohan\retin-obasohan-1,SR,2015-16,G,Alabama,SEC,33,1067,32.3,5.8,12.4,4.4,8.5,1.5,3.9,4.4,6.3,0.6,3.2,3.8,2.6,1.4,0.3,2.5,2.5,17.6
42,43,Damon Lynn\damon-lynn-1,JR,2015-16,G,NJIT,A-Sun,35,1323,37.8,5.6,15,2.3,5,3.3,10,3.8,4.6,0.3,2.7,3,3.3,1.6,0.1,2,1.3,18.3
363,362,Ryan Spangler\ryan-spangler-1,SR,2015-16,F,Oklahoma,Big 12,37,1217,32.9,3.9,7.2,3.1,4.8,0.9,2.4,1.4,2.4,2.5,6.5,9,1.9,0.4,0.5,1.7,2.2,10.2
2129,2128,Marcus Paige\marcus-paige-1,SR,2015-16,G,North Carolina,ACC,34,1075,31.6,4.3,10.9,2,4.4,2.3,6.5,2.4,3,0.4,2.1,2.5,3.7,1.1,0.4,1.2,1.5,13.4
211,210,D.J. Balentine\dj-balentine-1,SR,2015-16,G,Evansville,MVC,34,1253,36.9,7.1,16,5.4,10.9,1.7,5,4.7,6,0.8,2.6,3.3,4.4,0.7,0.3,2.7,1.7,20.5
374,373,Yogi Ferrell\kevin-ferrell-1,SR,2015-16,G,Indiana,Big Ten,35,1215,34.7,5.6,12.2,3.3,6.9,2.3,5.4,3.9,4.7,1,2.8,3.8,5.6,1.1,0,2.5,1.7,17.3
2127,2126,Malik Morgan\malik-morgan-1,SR,2015-16,G,Tulane,AAC,34,1075,31.6,4.5,10.7,2.7,5.4,1.9,5.3,1.3,2,1.1,4,5.1,2.4,1.4,0.4,2.5,2.4,12.2
208,207,Christopher Hyder\christopher-hyder-1,SR,2015-16,G,Southern,SWAC,35,1255,35.9,3.3,6.9,3.1,5.7,0.3,1.2,2.6,3.4,0.3,3.3,3.6,5,2.4,0.1,1.7,2.4,9.5
117,117,D.J. Fenner\dj-fenner-1,JR,2015-16,G,Nevada,MWC,38,1283,33.8,4.6,12.5,3.2,7.9,1.4,4.7,3.1,3.6,0.7,3.9,4.6,1.9,1.1,0.5,1.7,2.8,13.7
409,408,Kyle Wiltjer\kyle-wiltjer-1,SR,2015-16,F,Gonzaga,WCC,36,1209,33.6,7.2,14.7,4.7,9,2.5,5.7,3.5,4.1,1.7,4.6,6.3,1.5,0.4,0.8,2.1,1.8,20.4
1979,1978,Beau Beech\beau-beech-1,SR,2015-16,G,North Florida,A-Sun,34,1082,31.8,4.9,10.9,2.1,4.1,2.9,6.7,2.6,3.3,1.2,5.2,6.4,2,1.2,0.5,1.6,2.9,15.4
2064,2063,Darius Jones-Gibson\derius-jones-gibson-1,SR,2015-16,G,Samford,Southern,33,1078,32.7,4.8,10,4.3,8.6,0.5,1.4,5,7,0.5,2.4,2.8,3.5,1,0.2,3.1,2.5,15
649,648,Micah Mason\micah-mason-1,SR,2015-16,G,Duquesne,A-10,33,1177,35.7,6.3,13.4,2.7,4.9,3.6,8.5,2.3,2.8,0.2,2.8,3.1,4.5,0.9,0.1,2.1,1.9,18.4
608,607,Melo Trimble\melo-trimble-1,SO,2015-16,G,Maryland,Big Ten,36,1183,32.9,4.4,10.8,2.8,5.7,1.6,5.1,4.4,5.1,0.3,3.3,3.6,4.9,1.3,0.2,2.7,1.9,14.8
443,442,Yonel Brown\yonel-brown-1,SR,2015-16,G,Kennesaw State,A-Sun,31,1203,38.8,6.4,15.4,3.8,8.4,2.5,7,3.3,4.2,0.7,2.7,3.4,2.5,1.1,0,2.5,2,18.6
170,170,Matt Bohannon\matt-bohannon-1,SR,2015-16,G,Northern Iowa,MVC,36,1265,35.1,3.8,8.5,1.2,2.1,2.6,6.4,1.4,1.8,0,4.1,4.1,0.9,0.8,0.1,0.7,1.9,11.5
2068,2067,Zach LeDay\zach-leday-1,JR,2015-16,F,Virginia Tech,ACC,35,1078,30.8,5.2,10.8,4.6,9.1,0.6,1.7,4.6,6,2.9,4.9,7.9,1.4,0.8,1.7,1.6,2.9,15.5
642,641,Luke Nelson\luke-nelson-1,JR,2015-16,G,UC-Irvine,Big West,38,1178,31,4.7,10.8,2.5,4.7,2.2,6.1,2.2,2.6,0.3,2.6,2.9,3.9,1.3,0.1,1.8,1.7,13.7
1984,1983,Nick Faust\nick-faust-1,SR,2015-16,G,Long Beach State,Big West,35,1082,30.9,5.9,13.5,3.4,6.7,2.5,6.7,3.2,4.7,1.4,4.6,6.1,2.2,1.5,0.5,2.3,2.6,17.4
2273,2272,Emile Blackman\emile-blackman-1,JR,2015-16,G,Niagara,MAAC,32,1067,33.3,5.8,13.3,4.5,8.8,1.3,4.5,3,3.7,1.2,2.3,3.5,1.4,0.9,0.2,2.6,2.8,15.8
2081,2080,Tim Williams\tim-williams-3,JR,2015-16,F,New Mexico,MWC,32,1078,33.7,6.7,11.1,6.7,11.1,0,0,3.4,5.1,2,5.4,7.4,1,0.6,1.2,1.5,2.1,16.8
627,626,Ameen Tanksley\ameen-tanksley-1,SR,2015-16,G,Hofstra,CAA,34,1180,34.7,5,11.9,3.2,6.9,1.8,5.1,4,5.1,1.9,3.3,5.2,1.4,0.9,0.2,2,2.3,15.9
178,178,Malcolm Brogdon\malcolm-brogdon-1,SR,2015-16,G,Virginia,ACC,37,1263,34.1,6.2,13.6,4.2,8.4,2,5.2,3.8,4.2,0.5,3.5,4.1,3.1,0.9,0.2,1.4,2.1,18.2
2230,2229,Kellen Dunham\kellen-dunham-1,SR,2015-16,G,Butler,Big East,33,1069,32.4,5,11.5,2.4,5.3,2.6,6.2,3.5,4.2,0.5,2,2.5,1.5,0.7,0.1,1.5,1.7,16.2
1993,1992,Egidijus Mockevicius\egidijus-mockevicius-1,SR,2015-16,C,Evansville,MVC,34,1082,31.8,5.7,9,5.7,9,0,0,4.3,6.2,2.5,11.4,13.9,0.3,0.8,2.8,1.6,3.2,15.7
654,653,Pascal Siakam\pascal-siakam-1,SO,2015-16,F,New Mexico State,WAC,34,1176,34.6,8.1,15,8,14.6,0.1,0.4,4,5.9,3.9,7.7,11.6,1.7,1,2.2,2,2.7,20.3
2275,2274,Alex Caruso\alex-caruso-1,SR,2015-16,G,Texas A&M,SEC,37,1067,28.8,3,6,2.2,3.9,0.8,2.1,1.4,1.8,1.1,2.5,3.6,5,2.1,0.4,2.4,2.5,8.1
68,69,Buddy Hield\buddy-hield-1,SR,2015-16,G,Oklahoma,Big 12,37,1309,35.4,8.1,16.2,4.2,7.5,4,8.7,4.8,5.4,1.2,4.5,5.7,2,1.1,0.5,3.1,2.1,25
601,600,Brandon Taylor\brandon-taylor-1,SR,2015-16,G,Utah,Pac-12,36,1184,32.9,3.2,8.1,1.4,2.8,1.8,5.3,1.5,1.9,0.2,2.1,2.3,3.9,1.7,0,2.2,1.4,9.7
670,669,Carrington Love\carrington-love-1,SR,2015-16,G,Green Bay,Horizon,36,1174,32.6,5.7,13.5,3.3,6.7,2.4,6.8,3.6,6.1,0.6,2.2,2.7,3.6,2.6,0.3,1.7,1.9,17.3
663,662,Trent Mackey\trent-mackey-1,SR,2015-16,G,North Florida,A-Sun,34,1175,34.6,3.7,8.2,0.5,1.2,3.2,7,1.4,1.6,0.4,2,2.4,1.8,0.6,0.1,1.1,2,12
600,599,Rasheed Sulaimon\rasheed-sulaimon-1,SR,2015-16,G,Maryland,Big Ten,36,1184,32.9,3.8,8.2,2.2,4.5,1.6,3.8,2.1,2.8,0.3,3.3,3.5,3.5,1.2,0.1,1.8,1.4,11.3
2086,2085,Elijah Brown\elijah-brown-1,SO,2015-16,G,New Mexico,MWC,32,1077,33.7,6.1,14.2,3.3,7.1,2.8,7.1,6.8,8,0.7,4.8,5.5,3.2,1.1,0.1,3.4,2,21.7
164,164,Jamal Murray\jamal-murray-1,FR,2015-16,G,Kentucky,SEC,36,1267,35.2,6.8,14.9,3.6,7.3,3.1,7.7,3.3,4.2,1.5,3.7,5.2,2.2,1,0.3,2.3,2.1,20
424,423,Jordan Potts\jordan-potts-1,JR,2015-16,G,Bethune-Cookman,MEAC,32,1207,37.7,4.9,14,2.2,5.7,2.7,8.3,3.6,4.7,0.6,2.6,3.2,4.3,1.6,0.1,2.8,2.4,16
182,182,David Walker\david-walker-3,SR,2015-16,G,Northeastern,CAA,33,1263,38.3,5.4,12.1,2.5,5,2.9,7.1,4.1,4.8,0.6,3.3,3.8,4,1.4,0.4,1.9,0.9,17.9
2276,2275,Paris Collins\paris-collins-1,SO,2015-16,G,Jackson State,SWAC,35,1067,30.5,4.8,13,3.2,7.5,1.6,5.5,1.9,3,1.4,4.7,6.1,1.8,1.9,0.7,1.9,2.4,13
37,38,Trey Freeman\trey-freeman-2,SR,2015-16,G,Old Dominion,CUSA,38,1333,35.1,8.5,19.8,7.2,16,1.3,3.8,3.7,4.5,0.6,3.7,4.2,3,1,0.1,1.3,1.8,22.1
579,578,Sterling Gibbs\sterling-gibbs-1,SR,2015-16,G,Connecticut,AAC,36,1186,32.9,3.5,9,1.3,3.3,2.2,5.7,3.1,3.6,0.3,1.9,2.2,2.3,0.9,0,1.6,1.6,12.3
2183,2182,Joe McDonald\joe-mcdonald-2,SR,2015-16,G,George Washington,A-10,36,1072,29.8,2.8,6.9,2.4,5.2,0.5,1.8,2.6,3.7,1.5,4,5.5,3.1,1.2,0.1,1.5,2.2,8.8
2025,2024,Jimmy Gavin\jimmy-gavin-1,SR,2015-16,G,Winthrop,Big South,32,1080,33.8,6.1,12.8,3.2,5.7,2.9,7.2,3.5,4.2,0.5,2.4,2.9,3,0.8,0.1,2.1,1.8,18.7
280,279,Austin McBroom\austin-mcbroom-1,SR,2015-16,G,Eastern Washington,Big Sky,33,1235,37.4,6.4,14.8,2.9,6.1,3.5,8.7,4.6,5.6,0.6,1.9,2.5,3.7,1.1,0,2.8,1.6,21
2184,2183,Stefan Moody\stefan-moody-1,SR,2015-16,G,Mississippi,SEC,31,1072,34.6,6.7,16.4,3.4,7.6,3.3,8.8,6.8,8.3,1,2.2,3.2,4.3,1.5,0.1,3.8,2.4,23.6
226,225,Kyle Collinsworth\kyle-collinsworth-1,SR,2015-16,G,Brigham Young,WCC,37,1249,33.8,5.6,12,5.3,11,0.2,1,3.9,6.1,2.3,5.9,8.2,7.4,2,0.5,3.4,2,15.3
726,725,Jordan Price\jordan-price-1,JR,2015-16,G,La Salle,A-10,31,1170,37.7,6.3,16.1,3.4,8.3,2.9,7.9,3.8,5.3,0.7,4.8,5.5,3,1.1,0.4,3.3,2.2,19.2
9,10,Michael Gbinije\michael-gbinije-1,SR,2015-16,F,Syracuse,ACC,37,1403,37.9,6.1,13.2,3.6,6.9,2.5,6.3,2.9,4.3,1.1,3,4.1,4.3,1.9,0.4,2.8,2.6,17.5
105,105,Kevin Larsen\kevin-larsen-1,SR,2015-16,F,George Washington,A-10,38,1287,33.9,4.3,8.7,3.9,7.8,0.4,0.9,3.1,4.3,2.8,5.4,8.2,2.6,0.9,0.7,1.8,2.2,12.3
